% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'since the film be base on the Atari video game of the same name , it also have much to appeal to <unknown> : fast pace , lot of gadget , monster , explosive special effect , plenty of inscrutable plot twist and turn . ',mixed
'the Martian be ultimately a love letter to the spirit that see humanity reach for the star in the first place . when it be channel that spirit via Damon and witty writing it lift off , but then ca n\'t quite sustain its trajectory in orbit . ',mixed
'the kind of movie you keep wish would just cut loose and go off the deep end . nobody go to these fatal attraction retread anymore for serious drama . but this one be a movie tear <unknown> too grim and self-important to go truly nut , but too silly and slipshod to work on a more somber level . ',mixed
'if <unknown> go to make an origin story , make an origin story . on second thought , if <unknown> Joe Wright look to tell us where Peter Pan and Captain Hook come from , maybe <unknown> . ',mixed
'<unknown> extremely antic for the most part , cover a lack of real story with a lot of distracting quirk . yet when <unknown> foot slip out onto a wire thousand of metre from the ground , <unknown> quietly mesmerise . ',mixed
'<unknown> disappointing and actually kind of cynical in its unwillingness to try anything even vaguely innovative with these beloved character . ',mixed
'pre- credit , <unknown> Movie run a mere @card@ minute , which increasingly seem like seven minute , repeat @card@ time . ',negative
'look past its colorful , smooth surface and something corrosive emerge . and <unknown> not like the film <unknown> aware of this . but it <unknown> really know what to do with it . ',negative
'the problem with Miss March be that it be n\'t very funny . ',negative
'it be impossible to imagine why Lions Gate , the <unknown> distributor that release <unknown> \'s Ball , would bother with this garbage . ',negative
'it be certainly a move tale ... . unfortunately , the film tell the story in the most prosaic fashion imaginable , miss nary a single <unknown> film <unknown> with its one-dimensional noble character , banal dialogue and requisite sermonize . ',negative
'a witless <unknown> retread serve up as a vulgar <unknown> comedy . ',negative
'it be just a matter of hold your nose until the whole thing be over . ',negative
'loud , repellent , badly write , indifferently direct and almost completely devoid of any genuine laugh , <unknown> Guide to the <unknown> apocalypse be essentially a film for 12-year-old boy who can still derive some kind of basic entertainment for the mere sight of spurt blood or a bare breast , all the good if they can appear at the same time ',negative
'the most shocking thing about Paranormal Activity : the <unknown> <unknown> , be that four hack fight to have their name list in the credit under <unknown> ',negative
'Miss March be overall a raggedy , unfocused affair that waste both director \' act talent and feel like too much work between the laugh . ',negative
'lewd , crude , blessedly brief . ',negative
'the mean and least inspired kid U know . ',negative
'the movie never bother to show you life inside a shelter dormitory or try to convey a broad vision of the <unknown> street culture . it be too busy showcase its star Jennifer Connelly ( Mr. <unknown> wife ) in degrading situation . ',negative
'the film \'s large point essentially fall by the wayside in the name of black comedy that be largely without genuine edge . ',negative
'awful and subversively spunky at the same time . ',negative
'it be a grotesque , deadly dull piece of cinematic <unknown> , a horror film minus tension or chill . ',negative
'it be not awful , but the high cost of a movie ticket these day seem like a steep price to pay for @card@ minute of air conditioning and production design . ',negative
'exuberantly rude and crude , but generally more frantic than genuinely funny . ',negative
'How bad be it ? let me count just some of the way . ',negative
'Pan be a cacophonous assault on the sense , all computerized cinematographic mayhem and deafen noise , and its hurried pace extinguish any genuine character development . ',negative
'move over , Rudy . hit the shower , <unknown> Song . <unknown> a new <unknown> true story of gridiron triumph , one that combine those <unknown> favorite in a way no focus group could possibly resist . ',negative
'supremely idiotic . ',negative
'deform from the start , it confirm the very thing argue by its narrative <unknown> namely , the folly of unwarranted resurrection . ',negative
'that Les be n\'t one of <unknown> \'s garden variety sadist be the good thing you can say about <unknown> Weekend . ',negative
'the blatantly <unknown> treatment of the female character , who exist solely to service Rob and his good friend ( Craig Roberts ) , would have feel retrograde in a movie make decade ago . ',negative
'chaos may not quite be the most brutal , horrify film ever make , as its garish ad promote . but it do contain moment as thoroughly sickening as any in Herschell Gordon Lewis \' or Lucio <unknown> \'s bloody exploiter . ',negative
'the <unknown> War Room be so name because life be a battle to be <unknown> , with , in the case of <unknown> <unknown> of a film , a large bedroom closet serve as <unknown> command centre . ',negative
'my All American offer viewer a thoroughly shameless hero piece . ',negative
'the film have the requisite iconography of a crime thriller , but no investment in any of it . ',negative
'if you think Matthew Broderick look uncomfortable play <unknown> in <unknown> wait till you get a load of the actor portray a married man who wonder if <unknown> gay in Neil <unknown> mean-spirited comedy <unknown> Weekend . ',negative
